"","workerid","noun","nounclass","predicateposition","predicate","correctresponse","correctclass","response"
"1922","96","escritorio","furniture","rightpredicate1","min&uacute;sculo",0.88,"size",0.12
"1923","96","silla","furniture","rightpredicate1","cuadrado",0.86,"shape",0.14
"1924","96","queso","food","rightpredicate1","cuadrado",0.08,"shape",0.92
"1925","104","ventilador","furniture","rightpredicate1","marr&oacute;n",0.14,"color",0.86
"1926","104","manzana","food","rightpredicate1","americano",0.17,"nationality",0.83
"1927","104","sof&aacute; ","furniture","rightpredicate1","bueno",0.18,"quality",0.82
"1928","104","escritorio","furniture","rightpredicate1","duro",0.12,"texture",0.88
"1929","104","sof&aacute; ","furniture","rightpredicate1","min&uacute;sculo",0.9,"size",0.1
"1930","104","sof&aacute; ","furniture","rightpredicate1","corto",0.8,"size",0.2
"1931","104","sof&aacute; ","furniture","rightpredicate1","peque&ntilde;o",0.92,"size",0.08
"1932","104","pl&aacute;tano","food","rightpredicate1","cuadrado",0.88,"shape",0.12
"1933","104","silla","furniture","rightpredicate1","espa&ntilde;ol",0.96,"nationality",0.04
"1934","104","ventilador","furniture","rightpredicate1","malo",0.88,"quality",0.12
"1935","104","televisi&oacute;n ","furniture","rightpredicate1","nuevo",0.9,"age",0.1
"1936","104","escritorio","furniture","rightpredicate1","corto",0.13,"size",0.87
"1937","104","zanahoria","food","rightpredicate1","podrido",0.12,"age",0.88
"1938","104","pl&aacute;tano","food","rightpredicate1","malo",0.1,"quality",0.9
"1939","104","queso","food","rightpredicate1","enorme",0.13,"size",0.87
"1940","104","ventilador","furniture","rightpredicate1","azul",0.08,"color",0.92
"1941","104","zanahoria","food","rightpredicate1","verde",0.91,"color",0.09
"1942","104","silla","furniture","rightpredicate1","suave",0.94,"texture",0.0600000000000001
"1943","104","silla","furniture","rightpredicate1","malo",0.84,"quality",0.16
"1944","104","sof&aacute; ","furniture","rightpredicate1","duro",0.85,"texture",0.15
"1945","104","silla","furniture","rightpredicate1","rojo",0.87,"color",0.13
"1946","104","escritorio","furniture","rightpredicate1","amarillo",0.91,"color",0.09
"1947","104","zanahoria","food","rightpredicate1","cuadrado",0.87,"shape",0.13
"1948","104","televisi&oacute;n ","furniture","rightpredicate1","mexicano",0.9,"nationality",0.1
"1949","104","televisi&oacute;n ","furniture","rightpredicate1","redondo",0.87,"shape",0.13
"1950","104","televisi&oacute;n ","furniture","rightpredicate1","liso",0.92,"texture",0.08
"1951","105","sof&aacute; ","furniture","rightpredicate1","rojo",0.13,"color",0.87
"1952","105","silla","furniture","rightpredicate1","rojo",0.0600000000000001,"color",0.94
"1953","105","pl&aacute;tano","food","rightpredicate1","redondo",0.16,"shape",0.84
"1954","105","escritorio","furniture","rightpredicate1","bueno",0.97,"quality",0.03
"1955","105","escritorio","furniture","rightpredicate1","largo",0.01,"size",0.99
"1956","105","tomate","food","rightpredicate1","redondo",0.02,"shape",0.98
"1957","105","manzana","food","rightpredicate1","americano",0.03,"nationality",0.97
"1958","105","manzana","food","rightpredicate1","morado",0.02,"color",0.98
"1959","105","silla","furniture","rightpredicate1","min&uacute;sculo",0.04,"size",0.96
"1960","105","televisi&oacute;n ","furniture","rightpredicate1","duro",0.52,"texture",0.48
"1961","105","silla","furniture","rightpredicate1","viejo",0.96,"age",0.04
"1962","105","zanahoria","food","rightpredicate1","malo",0.99,"quality",0.01
"1963","105","televisi&oacute;n ","furniture","rightpredicate1","viejo",0.96,"age",0.04
"1964","105","escritorio","furniture","rightpredicate1","peque&ntilde;o",0.01,"size",0.99
"1965","105","zanahoria","food","rightpredicate1","podrido",0.99,"age",0.01
"1966","105","silla","furniture","rightpredicate1","malo",0.96,"quality",0.04
"1967","105","tomate","food","rightpredicate1","largo",0.91,"size",0.09
"1968","105","manzana","food","rightpredicate1","podrido",0,"age",1
"1969","105","manzana","food","rightpredicate1","suave",0.55,"texture",0.45
"1970","105","escritorio","furniture","rightpredicate1","corto",0.46,"size",0.54
"1971","105","silla","furniture","rightpredicate1","redondo",0.66,"shape",0.34
"1972","105","tomate","food","rightpredicate1","rojo",0.97,"color",0.03
"1973","105","manzana","food","rightpredicate1","duro",0,"texture",1
"1974","105","escritorio","furniture","rightpredicate1","mexicano",0.98,"nationality",0.02
"1975","105","escritorio","furniture","rightpredicate1","marr&oacute;n",0.98,"color",0.02
"1976","105","tomate","food","rightpredicate1","espa&ntilde;ol",0.68,"nationality",0.32
"1977","111","sof&aacute; ","furniture","rightpredicate1","grande",1,"size",0
"1978","111","silla","furniture","rightpredicate1","amarillo",1,"color",0
"1979","111","sof&aacute; ","furniture","rightpredicate1","enorme",0,"size",1
"1980","111","silla","furniture","rightpredicate1","amarillo",0.0600000000000001,"color",0.94
"1981","111","queso","food","rightpredicate1","podrido",0.04,"age",0.96
"1982","111","zanahoria","food","rightpredicate1","rojo",0,"color",1
"1983","111","televisi&oacute;n ","furniture","rightpredicate1","corto",0.03,"size",0.97
"1984","111","queso","food","rightpredicate1","americano",0.01,"nationality",0.99
"1985","111","manzana","food","rightpredicate1","largo",0.02,"size",0.98
"1986","111","ventilador","furniture","rightpredicate1","redondo",0.95,"shape",0.05
"1987","111","manzana","food","rightpredicate1","podrido",0.97,"age",0.03
"1988","111","silla","furniture","rightpredicate1","nuevo",0.0600000000000001,"age",0.94
"1989","111","manzana","food","rightpredicate1","enorme",0.98,"size",0.02
"1990","111","ventilador","furniture","rightpredicate1","rojo",0.02,"color",0.98
"1991","111","manzana","food","rightpredicate1","corto",0.02,"size",0.98
"1992","111","queso","food","rightpredicate1","podrido",1,"age",0
"1993","111","queso","food","rightpredicate1","azul",0.96,"color",0.04
"1994","111","manzana","food","rightpredicate1","malo",0.04,"quality",0.96
"1995","111","tomate","food","rightpredicate1","liso",0.0600000000000001,"texture",0.94
"1996","111","televisi&oacute;n ","furniture","rightpredicate1","cuadrado",0.05,"shape",0.95
"1997","111","manzana","food","rightpredicate1","suave",0.96,"texture",0.04
"1998","111","zanahoria","food","rightpredicate1","americano",0.98,"nationality",0.02
"1999","111","pl&aacute;tano","food","rightpredicate1","amarillo",0.02,"color",0.98
"2000","111","zanahoria","food","rightpredicate1","grande",0.0600000000000001,"size",0.94
"2001","111","ventilador","furniture","rightpredicate1","min&uacute;sculo",0.0600000000000001,"size",0.94
"2002","111","pl&aacute;tano","food","rightpredicate1","espa&ntilde;ol",0.03,"nationality",0.97
"2003","114","sof&aacute; ","furniture","rightpredicate1","bueno",0,"quality",1
"2004","114","escritorio","furniture","rightpredicate1","marr&oacute;n",0,"color",1
"2005","114","ventilador","furniture","rightpredicate1","suave",0,"texture",1
"2006","114","queso","food","rightpredicate1","podrido",0,"age",1
"2007","114","sof&aacute; ","furniture","rightpredicate1","duro",0,"texture",1
"2008","114","televisi&oacute;n ","furniture","rightpredicate1","viejo",0,"age",1
"2009","114","televisi&oacute;n ","furniture","rightpredicate1","cuadrado",1,"shape",0
"2010","114","silla","furniture","rightpredicate1","cuadrado",1,"shape",0
"2011","114","escritorio","furniture","rightpredicate1","suave",0.63,"texture",0.37
"2012","114","zanahoria","food","rightpredicate1","amarillo",0.5,"color",0.5
"2013","114","ventilador","furniture","rightpredicate1","largo",0.49,"size",0.51
"2014","114","zanahoria","food","rightpredicate1","peque&ntilde;o",0.22,"size",0.78
"2015","114","sof&aacute; ","furniture","rightpredicate1","verde",0.41,"color",0.59
"2016","114","sof&aacute; ","furniture","rightpredicate1","duro",0.59,"texture",0.41
"2017","114","ventilador","furniture","rightpredicate1","liso",0.47,"texture",0.53
"2018","114","pl&aacute;tano","food","rightpredicate1","redondo",0.27,"shape",0.73
"2019","114","tomate","food","rightpredicate1","amarillo",0.77,"color",0.23
"2020","114","escritorio","furniture","rightpredicate1","amarillo",0.78,"color",0.22
"2021","114","queso","food","rightpredicate1","americano",0.74,"nationality",0.26
"2022","114","televisi&oacute;n ","furniture","rightpredicate1","amarillo",0.35,"color",0.65
"2023","114","escritorio","furniture","rightpredicate1","espa&ntilde;ol",0,"nationality",1
"2024","114","manzana","food","rightpredicate1","grande",0,"size",1
"2025","114","manzana","food","rightpredicate1","americano",0.01,"nationality",0.99
"2026","114","televisi&oacute;n ","furniture","rightpredicate1","redondo",0.32,"shape",0.68
"2027","114","sof&aacute; ","furniture","rightpredicate1","mexicano",0.67,"nationality",0.33
"2028","114","manzana","food","rightpredicate1","nuevo",0.81,"age",0.19
"2029","122","queso","food","rightpredicate1","amarillo",0.48,"color",0.52
"2030","122","queso","food","rightpredicate1","fresco",0.67,"age",0.33
"2031","122","zanahoria","food","rightpredicate1","enorme",0.48,"size",0.52
"2032","122","ventilador","furniture","rightpredicate1","rojo",0.53,"color",0.47
"2033","122","manzana","food","rightpredicate1","bueno",0.98,"quality",0.02
"2034","122","queso","food","rightpredicate1","nuevo",0.56,"age",0.44
"2035","122","sof&aacute; ","furniture","rightpredicate1","espa&ntilde;ol",0.58,"nationality",0.42
"2036","122","manzana","food","rightpredicate1","cuadrado",0.57,"shape",0.43
"2037","122","ventilador","furniture","rightpredicate1","enorme",0.38,"size",0.62
"2038","122","queso","food","rightpredicate1","cuadrado",0.5,"shape",0.5
"2039","122","escritorio","furniture","rightpredicate1","duro",0.5,"texture",0.5
"2040","122","sof&aacute; ","furniture","rightpredicate1","bueno",0.5,"quality",0.5
"2041","122","queso","food","rightpredicate1","mexicano",0.52,"nationality",0.48
"2042","122","zanahoria","food","rightpredicate1","fresco",0,"age",1
"2043","122","sof&aacute; ","furniture","rightpredicate1","amarillo",0,"color",1
"2044","122","queso","food","rightpredicate1","rojo",0.39,"color",0.61
"2045","122","tomate","food","rightpredicate1","nuevo",0.56,"age",0.44
"2046","122","pl&aacute;tano","food","rightpredicate1","amarillo",0.03,"color",0.97
"2047","122","sof&aacute; ","furniture","rightpredicate1","peque&ntilde;o",0.5,"size",0.5
"2048","122","queso","food","rightpredicate1","rojo",0.91,"color",0.09
"2049","122","televisi&oacute;n ","furniture","rightpredicate1","suave",0.36,"texture",0.64
"2050","122","pl&aacute;tano","food","rightpredicate1","cuadrado",0.5,"shape",0.5
"2051","122","pl&aacute;tano","food","rightpredicate1","malo",0.04,"quality",0.96
"2052","122","pl&aacute;tano","food","rightpredicate1","podrido",0.67,"age",0.33
"2053","122","silla","furniture","rightpredicate1","podrido",0.45,"age",0.55
"2054","122","queso","food","rightpredicate1","azul",0.64,"color",0.36
"2055","123","zanahoria","food","rightpredicate1","duro",0.98,"texture",0.02
"2056","123","manzana","food","rightpredicate1","enorme",0,"size",1
"2057","123","silla","furniture","rightpredicate1","americano",0,"nationality",1
"2058","123","sof&aacute; ","furniture","rightpredicate1","rojo",0,"color",1
"2059","123","queso","food","rightpredicate1","azul",1,"color",0
"2060","123","queso","food","rightpredicate1","espa&ntilde;ol",1,"nationality",0
"2061","123","pl&aacute;tano","food","rightpredicate1","duro",0,"texture",1
"2062","123","zanahoria","food","rightpredicate1","malo",0,"quality",1
"2063","123","televisi&oacute;n ","furniture","rightpredicate1","verde",0,"color",1
"2064","123","manzana","food","rightpredicate1","cuadrado",0,"shape",1
"2065","123","pl&aacute;tano","food","rightpredicate1","verde",0,"color",1
"2066","123","televisi&oacute;n ","furniture","rightpredicate1","morado",1,"color",0
"2067","123","silla","furniture","rightpredicate1","espa&ntilde;ol",0,"nationality",1
"2068","123","zanahoria","food","rightpredicate1","amarillo",1,"color",0
"2069","123","manzana","food","rightpredicate1","bueno",1,"quality",0
"2070","123","tomate","food","rightpredicate1","corto",0,"size",1
"2071","123","escritorio","furniture","rightpredicate1","espa&ntilde;ol",0,"nationality",1
"2072","123","zanahoria","food","rightpredicate1","redondo",0,"shape",1
"2073","123","televisi&oacute;n ","furniture","rightpredicate1","peque&ntilde;o",1,"size",0
"2074","123","zanahoria","food","rightpredicate1","corto",1,"size",0
"2075","123","manzana","food","rightpredicate1","redondo",1,"shape",0
"2076","123","sof&aacute; ","furniture","rightpredicate1","cuadrado",0,"shape",1
"2077","123","ventilador","furniture","rightpredicate1","americano",1,"nationality",0
"2078","123","pl&aacute;tano","food","rightpredicate1","mexicano",0.98,"nationality",0.02
"2079","123","zanahoria","food","rightpredicate1","peque&ntilde;o",1,"size",0
"2080","123","zanahoria","food","rightpredicate1","podrido",0,"age",1
"2081","130","sof&aacute; ","furniture","rightpredicate1","morado",1,"color",0
"2082","130","manzana","food","rightpredicate1","cuadrado",0.49,"shape",0.51
"2083","130","tomate","food","rightpredicate1","malo",0,"quality",1
"2084","130","manzana","food","rightpredicate1","morado",0.52,"color",0.48
"2085","130","manzana","food","rightpredicate1","redondo",1,"shape",0
"2086","130","queso","food","rightpredicate1","cuadrado",0,"shape",1
"2087","130","silla","furniture","rightpredicate1","largo",1,"size",0
"2088","130","televisi&oacute;n ","furniture","rightpredicate1","amarillo",0,"color",1
"2089","130","tomate","food","rightpredicate1","podrido",0,"age",1
"2090","130","zanahoria","food","rightpredicate1","verde",0,"color",1
"2091","130","sof&aacute; ","furniture","rightpredicate1","viejo",0,"age",1
"2092","130","pl&aacute;tano","food","rightpredicate1","suave",1,"texture",0
"2093","130","televisi&oacute;n ","furniture","rightpredicate1","mexicano",0,"nationality",1
"2094","130","queso","food","rightpredicate1","viejo",0,"age",1
"2095","130","tomate","food","rightpredicate1","grande",0,"size",1
"2096","130","zanahoria","food","rightpredicate1","grande",0,"size",1
"2097","130","queso","food","rightpredicate1","fresco",1,"age",0
"2098","130","pl&aacute;tano","food","rightpredicate1","podrido",0,"age",1
"2099","130","escritorio","furniture","rightpredicate1","peque&ntilde;o",0,"size",1
"2100","130","televisi&oacute;n ","furniture","rightpredicate1","marr&oacute;n",0,"color",1
"2101","130","zanahoria","food","rightpredicate1","liso",0,"texture",1
"2102","130","silla","furniture","rightpredicate1","bueno",0,"quality",1
"2103","130","sof&aacute; ","furniture","rightpredicate1","enorme",0,"size",1
"2104","130","silla","furniture","rightpredicate1","grande",0,"size",1
"2105","130","tomate","food","rightpredicate1","duro",0,"texture",1
"2106","130","escritorio","furniture","rightpredicate1","peque&ntilde;o",1,"size",0
"2107","131","queso","food","rightpredicate1","espa&ntilde;ol",0.25,"nationality",0.75
"2108","131","televisi&oacute;n ","furniture","rightpredicate1","cuadrado",0.32,"shape",0.68
"2109","131","zanahoria","food","rightpredicate1","viejo",0.27,"age",0.73
"2110","131","zanahoria","food","rightpredicate1","verde",0.87,"color",0.13
"2111","131","queso","food","rightpredicate1","enorme",0.17,"size",0.83
"2112","131","queso","food","rightpredicate1","mexicano",0.9,"nationality",0.1
"2113","131","escritorio","furniture","rightpredicate1","malo",0.19,"quality",0.81
"2114","131","manzana","food","rightpredicate1","malo",0.18,"quality",0.82
"2115","131","silla","furniture","rightpredicate1","liso",0.85,"texture",0.15
"2116","131","ventilador","furniture","rightpredicate1","rojo",0.86,"color",0.14
"2117","131","ventilador","furniture","rightpredicate1","grande",0.89,"size",0.11
"2118","131","queso","food","rightpredicate1","mexicano",0.9,"nationality",0.1
"2119","131","televisi&oacute;n ","furniture","rightpredicate1","verde",0.88,"color",0.12
"2120","131","ventilador","furniture","rightpredicate1","liso",0.88,"texture",0.12
"2121","131","zanahoria","food","rightpredicate1","americano",0.09,"nationality",0.91
"2122","131","escritorio","furniture","rightpredicate1","americano",0.87,"nationality",0.13
"2123","131","ventilador","furniture","rightpredicate1","liso",0.86,"texture",0.14
"2124","131","pl&aacute;tano","food","rightpredicate1","podrido",0.18,"age",0.82
"2125","131","ventilador","furniture","rightpredicate1","liso",0.86,"texture",0.14
"2126","131","escritorio","furniture","rightpredicate1","grande",0.86,"size",0.14
"2127","131","silla","furniture","rightpredicate1","nuevo",0.18,"age",0.82
"2128","131","tomate","food","rightpredicate1","verde",0.84,"color",0.16
"2129","131","queso","food","rightpredicate1","espa&ntilde;ol",0.84,"nationality",0.16
"2130","131","tomate","food","rightpredicate1","viejo",0.86,"age",0.14
"2131","131","televisi&oacute;n ","furniture","rightpredicate1","peque&ntilde;o",0.84,"size",0.16
"2132","131","televisi&oacute;n ","furniture","rightpredicate1","largo",0.85,"size",0.15
"2133","133","televisi&oacute;n ","furniture","rightpredicate1","americano",1,"nationality",0
"2134","133","tomate","food","rightpredicate1","verde",1,"color",0
"2135","133","manzana","food","rightpredicate1","espa&ntilde;ol",0,"nationality",1
"2136","133","zanahoria","food","rightpredicate1","liso",1,"texture",0
"2137","133","sof&aacute; ","furniture","rightpredicate1","peque&ntilde;o",1,"size",0
"2138","133","silla","furniture","rightpredicate1","cuadrado",0,"shape",1
"2139","133","zanahoria","food","rightpredicate1","largo",0,"size",1
"2140","133","televisi&oacute;n ","furniture","rightpredicate1","enorme",0,"size",1
"2141","133","escritorio","furniture","rightpredicate1","enorme",1,"size",0
"2142","133","silla","furniture","rightpredicate1","malo",1,"quality",0
"2143","133","tomate","food","rightpredicate1","espa&ntilde;ol",1,"nationality",0
"2144","133","manzana","food","rightpredicate1","podrido",1,"age",0
"2145","133","manzana","food","rightpredicate1","malo",0,"quality",1
"2146","133","tomate","food","rightpredicate1","grande",0,"size",1
"2147","133","tomate","food","rightpredicate1","mexicano",1,"nationality",0
"2148","133","pl&aacute;tano","food","rightpredicate1","malo",1,"quality",0
"2149","133","ventilador","furniture","rightpredicate1","min&uacute;sculo",1,"size",0
"2150","133","silla","furniture","rightpredicate1","liso",1,"texture",0
"2151","133","televisi&oacute;n ","furniture","rightpredicate1","amarillo",1,"color",0
"2152","133","tomate","food","rightpredicate1","espa&ntilde;ol",1,"nationality",0
"2153","133","ventilador","furniture","rightpredicate1","americano",1,"nationality",0
"2154","133","pl&aacute;tano","food","rightpredicate1","fresco",1,"age",0
"2155","133","pl&aacute;tano","food","rightpredicate1","bueno",0,"quality",1
"2156","133","sof&aacute; ","furniture","rightpredicate1","nuevo",1,"age",0
"2157","133","manzana","food","rightpredicate1","nuevo",1,"age",0
"2158","133","ventilador","furniture","rightpredicate1","verde",1,"color",0
"2159","138","manzana","food","rightpredicate1","bueno",1,"quality",0
"2160","138","manzana","food","rightpredicate1","fresco",1,"age",0
"2161","138","queso","food","rightpredicate1","nuevo",1,"age",0
"2162","138","sof&aacute; ","furniture","rightpredicate1","morado",1,"color",0
"2163","138","pl&aacute;tano","food","rightpredicate1","mexicano",1,"nationality",0
"2164","138","zanahoria","food","rightpredicate1","viejo",1,"age",0
"2165","138","queso","food","rightpredicate1","bueno",1,"quality",0
"2166","138","pl&aacute;tano","food","rightpredicate1","americano",1,"nationality",0
"2167","138","sof&aacute; ","furniture","rightpredicate1","min&uacute;sculo",1,"size",0
"2168","138","zanahoria","food","rightpredicate1","nuevo",0.01,"age",0.99
"2169","138","televisi&oacute;n ","furniture","rightpredicate1","nuevo",0,"age",1
"2170","138","sof&aacute; ","furniture","rightpredicate1","espa&ntilde;ol",0.98,"nationality",0.02
"2171","138","ventilador","furniture","rightpredicate1","verde",1,"color",0
"2172","138","ventilador","furniture","rightpredicate1","verde",0.97,"color",0.03
"2173","138","silla","furniture","rightpredicate1","nuevo",1,"age",0
"2174","138","ventilador","furniture","rightpredicate1","espa&ntilde;ol",0.04,"nationality",0.96
"2175","138","televisi&oacute;n ","furniture","rightpredicate1","marr&oacute;n",0,"color",1
"2176","138","escritorio","furniture","rightpredicate1","liso",0,"texture",1
"2177","138","sof&aacute; ","furniture","rightpredicate1","bueno",0,"quality",1
"2178","138","manzana","food","rightpredicate1","corto",0,"size",1
"2179","138","televisi&oacute;n ","furniture","rightpredicate1","min&uacute;sculo",0.99,"size",0.01
"2180","138","televisi&oacute;n ","furniture","rightpredicate1","morado",0,"color",1
"2181","138","tomate","food","rightpredicate1","enorme",1,"size",0
"2182","138","silla","furniture","rightpredicate1","viejo",1,"age",0
"2183","138","silla","furniture","rightpredicate1","verde",0.04,"color",0.96
"2184","138","zanahoria","food","rightpredicate1","americano",0,"nationality",1
"2185","144","sof&aacute; ","furniture","rightpredicate1","morado",1,"color",0
"2186","144","pl&aacute;tano","food","rightpredicate1","espa&ntilde;ol",0.5,"nationality",0.5
"2187","144","silla","furniture","rightpredicate1","viejo",0.98,"age",0.02
"2188","144","tomate","food","rightpredicate1","fresco",0.79,"age",0.21
"2189","144","pl&aacute;tano","food","rightpredicate1","cuadrado",0.47,"shape",0.53
"2190","144","pl&aacute;tano","food","rightpredicate1","malo",0.03,"quality",0.97
"2191","144","escritorio","furniture","rightpredicate1","espa&ntilde;ol",1,"nationality",0
"2192","144","zanahoria","food","rightpredicate1","largo",0.23,"size",0.77
"2193","144","televisi&oacute;n ","furniture","rightpredicate1","duro",0.47,"texture",0.53
"2194","144","zanahoria","food","rightpredicate1","espa&ntilde;ol",0.82,"nationality",0.18
"2195","144","zanahoria","food","rightpredicate1","redondo",0.24,"shape",0.76
"2196","144","tomate","food","rightpredicate1","mexicano",0.83,"nationality",0.17
"2197","144","queso","food","rightpredicate1","rojo",0.17,"color",0.83
"2198","144","pl&aacute;tano","food","rightpredicate1","espa&ntilde;ol",0.86,"nationality",0.14
"2199","144","ventilador","furniture","rightpredicate1","americano",0.86,"nationality",0.14
"2200","144","zanahoria","food","rightpredicate1","marr&oacute;n",0.82,"color",0.18
"2201","144","escritorio","furniture","rightpredicate1","liso",0.86,"texture",0.14
"2202","144","queso","food","rightpredicate1","espa&ntilde;ol",0.85,"nationality",0.15
"2203","144","televisi&oacute;n ","furniture","rightpredicate1","peque&ntilde;o",0.85,"size",0.15
"2204","144","escritorio","furniture","rightpredicate1","largo",0.85,"size",0.15
"2205","144","escritorio","furniture","rightpredicate1","cuadrado",0.86,"shape",0.14
"2206","144","ventilador","furniture","rightpredicate1","grande",0.23,"size",0.77
"2207","144","televisi&oacute;n ","furniture","rightpredicate1","espa&ntilde;ol",0.86,"nationality",0.14
"2208","144","manzana","food","rightpredicate1","mexicano",0.79,"nationality",0.21
"2209","144","silla","furniture","rightpredicate1","bueno",0.16,"quality",0.84
"2210","144","silla","furniture","rightpredicate1","americano",0.81,"nationality",0.19
"2211","146","zanahoria","food","rightpredicate1","peque&ntilde;o",0.51,"size",0.49
"2212","146","silla","furniture","rightpredicate1","peque&ntilde;o",0.04,"size",0.96
"2213","146","silla","furniture","rightpredicate1","morado",0.99,"color",0.01
"2214","146","queso","food","rightpredicate1","min&uacute;sculo",0.03,"size",0.97
"2215","146","queso","food","rightpredicate1","morado",1,"color",0
"2216","146","escritorio","furniture","rightpredicate1","verde",0.96,"color",0.04
"2217","146","escritorio","furniture","rightpredicate1","nuevo",0.96,"age",0.04
"2218","146","escritorio","furniture","rightpredicate1","podrido",0.05,"age",0.95
"2219","146","tomate","food","rightpredicate1","corto",0.0600000000000001,"size",0.94
"2220","146","queso","food","rightpredicate1","corto",0.02,"size",0.98
"2221","146","sof&aacute; ","furniture","rightpredicate1","morado",0.04,"color",0.96
"2222","146","tomate","food","rightpredicate1","marr&oacute;n",0.98,"color",0.02
"2223","146","televisi&oacute;n ","furniture","rightpredicate1","largo",0.04,"size",0.96
"2224","146","ventilador","furniture","rightpredicate1","rojo",1,"color",0
"2225","146","ventilador","furniture","rightpredicate1","rojo",1,"color",0
"2226","146","tomate","food","rightpredicate1","marr&oacute;n",0.02,"color",0.98
"2227","146","pl&aacute;tano","food","rightpredicate1","duro",0.97,"texture",0.03
"2228","146","televisi&oacute;n ","furniture","rightpredicate1","morado",0.97,"color",0.03
"2229","146","sof&aacute; ","furniture","rightpredicate1","redondo",0.04,"shape",0.96
"2230","146","ventilador","furniture","rightpredicate1","malo",0.96,"quality",0.04
"2231","146","zanahoria","food","rightpredicate1","americano",0.99,"nationality",0.01
"2232","146","televisi&oacute;n ","furniture","rightpredicate1","espa&ntilde;ol",0.03,"nationality",0.97
"2233","146","televisi&oacute;n ","furniture","rightpredicate1","bueno",0.02,"quality",0.98
"2234","146","zanahoria","food","rightpredicate1","fresco",0.97,"age",0.03
"2235","146","manzana","food","rightpredicate1","nuevo",0.01,"age",0.99
"2236","146","televisi&oacute;n ","furniture","rightpredicate1","rojo",1,"color",0
"2237","153","pl&aacute;tano","food","rightpredicate1","enorme",0.91,"size",0.09
"2238","153","queso","food","rightpredicate1","grande",1,"size",0
"2239","153","zanahoria","food","rightpredicate1","min&uacute;sculo",1,"size",0
"2240","153","sof&aacute; ","furniture","rightpredicate1","espa&ntilde;ol",0,"nationality",1
"2241","153","tomate","food","rightpredicate1","grande",0,"size",1
"2242","153","tomate","food","rightpredicate1","viejo",1,"age",0
"2243","153","silla","furniture","rightpredicate1","liso",1,"texture",0
"2244","153","tomate","food","rightpredicate1","rojo",0,"color",1
"2245","153","escritorio","furniture","rightpredicate1","amarillo",1,"color",0
"2246","153","silla","furniture","rightpredicate1","nuevo",0.64,"age",0.36
"2247","153","queso","food","rightpredicate1","verde",0,"color",1
"2248","153","silla","furniture","rightpredicate1","malo",0.41,"quality",0.59
"2249","153","escritorio","furniture","rightpredicate1","verde",0.04,"color",0.96
"2250","153","televisi&oacute;n ","furniture","rightpredicate1","mexicano",0,"nationality",1
"2251","153","tomate","food","rightpredicate1","amarillo",1,"color",0
"2252","153","queso","food","rightpredicate1","duro",1,"texture",0
"2253","153","pl&aacute;tano","food","rightpredicate1","malo",0,"quality",1
"2254","153","tomate","food","rightpredicate1","fresco",0,"age",1
"2255","153","manzana","food","rightpredicate1","fresco",0,"age",1
"2256","153","silla","furniture","rightpredicate1","espa&ntilde;ol",1,"nationality",0
"2257","153","zanahoria","food","rightpredicate1","espa&ntilde;ol",1,"nationality",0
"2258","153","queso","food","rightpredicate1","americano",1,"nationality",0
"2259","153","escritorio","furniture","rightpredicate1","largo",1,"size",0
"2260","153","ventilador","furniture","rightpredicate1","bueno",1,"quality",0
"2261","153","televisi&oacute;n ","furniture","rightpredicate1","azul",0,"color",1
"2262","153","silla","furniture","rightpredicate1","grande",1,"size",0
"2263","156","ventilador","furniture","rightpredicate1","mexicano",0,"nationality",1
"2264","156","zanahoria","food","rightpredicate1","malo",0,"quality",1
"2265","156","manzana","food","rightpredicate1","fresco",1,"age",0
"2266","156","silla","furniture","rightpredicate1","min&uacute;sculo",0,"size",1
"2267","156","zanahoria","food","rightpredicate1","grande",0,"size",1
"2268","156","queso","food","rightpredicate1","redondo",0,"shape",1
"2269","156","ventilador","furniture","rightpredicate1","cuadrado",0,"shape",1
"2270","156","pl&aacute;tano","food","rightpredicate1","peque&ntilde;o",1,"size",0
"2271","156","ventilador","furniture","rightpredicate1","morado",0,"color",1
"2272","156","queso","food","rightpredicate1","malo",0,"quality",1
"2273","156","queso","food","rightpredicate1","largo",0,"size",1
"2274","156","tomate","food","rightpredicate1","morado",0,"color",1
"2275","156","ventilador","furniture","rightpredicate1","malo",0,"quality",1
"2276","156","sof&aacute; ","furniture","rightpredicate1","bueno",1,"quality",0
"2277","156","queso","food","rightpredicate1","morado",0,"color",1
"2278","156","silla","furniture","rightpredicate1","redondo",1,"shape",0
"2279","156","sof&aacute; ","furniture","rightpredicate1","bueno",0,"quality",1
"2280","156","pl&aacute;tano","food","rightpredicate1","cuadrado",1,"shape",0
"2281","156","zanahoria","food","rightpredicate1","redondo",1,"shape",0
"2282","156","pl&aacute;tano","food","rightpredicate1","redondo",0,"shape",1
"2283","156","sof&aacute; ","furniture","rightpredicate1","corto",0,"size",1
"2284","156","pl&aacute;tano","food","rightpredicate1","malo",0,"quality",1
"2285","156","escritorio","furniture","rightpredicate1","corto",1,"size",0
"2286","156","televisi&oacute;n ","furniture","rightpredicate1","viejo",1,"age",0
"2287","156","escritorio","furniture","rightpredicate1","verde",1,"color",0
"2288","156","manzana","food","rightpredicate1","rojo",1,"color",0
"2289","159","silla","furniture","rightpredicate1","marr&oacute;n",0.78,"color",0.22
"2290","159","ventilador","furniture","rightpredicate1","bueno",0.25,"quality",0.75
"2291","159","televisi&oacute;n ","furniture","rightpredicate1","malo",0.22,"quality",0.78
